PERMNO,date,vwretd
10107,1998-04-14,0.007068
10107,1998-04-15,0.004031
10107,1998-04-16,-0.008238
10107,1998-04-17,0.010681
10107,1998-04-20,0.001873
10107,1998-04-21,0.002598
10107,1998-04-22,0.002798
10107,1998-04-23,-0.010750
10107,1998-04-24,-0.009536
10107,1998-04-27,-0.021239
10107,1998-04-28,0.002042
10107,1998-04-29,0.009058
10107,1998-04-30,0.014625
10107,1998-05-01,0.006414
10107,1998-05-04,0.001749
10107,1998-05-05,-0.005628
10107,1998-05-06,-0.007841
10107,1998-05-07,-0.008103
10107,1998-05-08,0.010660
10107,1998-05-11,-0.002003
10107,1998-05-12,0.005204
10107,1998-05-13,0.002481
10107,1998-05-14,-0.001594
10107,1998-05-15,-0.007218
10107,1998-05-18,-0.004329
10107,1998-05-19,0.004016
10107,1998-05-20,0.004906
10107,1998-05-21,-0.003107
10107,1998-05-22,-0.004931
10107,1998-05-26,-0.014828
10107,1998-05-27,-0.003928
10107,1998-05-28,0.005968
10107,1998-05-29,-0.003673
10107,1998-06-01,-0.003557
10107,1998-06-02,0.002243
10107,1998-06-03,-0.007366
10107,1998-06-04,0.009505
10107,1998-06-05,0.013883
10107,1998-06-08,0.002800
10107,1998-06-09,0.002433
10107,1998-06-10,-0.007170
10107,1998-06-11,-0.014528
10107,1998-06-12,0.000820
10107,1998-06-15,-0.019643
10107,1998-06-16,0.010020
10107,1998-06-17,0.016311
10107,1998-06-18,-0.001685
10107,1998-06-19,-0.003940
10107,1998-06-22,0.003479
10107,1998-06-23,0.013154
10107,1998-06-24,0.011201
10107,1998-06-25,-0.002646
10107,1998-06-26,0.003007
10107,1998-06-29,0.005640
10107,1998-06-30,-0.001381
10107,1998-07-01,0.010824
10107,1998-07-02,-0.001670
10107,1998-07-06,0.008520
10107,1998-07-07,-0.001401
10107,1998-07-08,0.008746
10107,1998-07-09,-0.004986
10107,1998-07-10,0.003026
10107,1998-07-13,0.000947
10107,1998-07-14,0.008412
10107,1998-07-15,-0.000678
10107,1998-07-16,0.006445
10107,1998-07-17,0.001777
10107,1998-07-20,-0.001093
10107,1998-07-21,-0.015120
10107,1998-07-22,-0.003009
10107,1998-07-23,-0.019970
10107,1998-07-24,-0.001750
10107,1998-07-27,0.001435
10107,1998-07-28,-0.014392
10107,1998-07-29,-0.004694
10107,1998-07-30,0.014275
10107,1998-07-31,-0.018214
10107,1998-08-03,-0.008598
10107,1998-08-04,-0.034757
10107,1998-08-05,0.004459
10107,1998-08-06,0.010227
10107,1998-08-07,0.004210
10107,1998-08-10,-0.005857
10107,1998-08-11,-0.016917
10107,1998-08-12,0.015636
10107,1998-08-13,-0.008869
10107,1998-08-14,-0.009413
10107,1998-08-17,0.014931
10107,1998-08-18,0.016335
10107,1998-08-19,-0.004254
10107,1998-08-20,-0.006480
10107,1998-08-21,-0.011825
10107,1998-08-24,0.003383
10107,1998-08-25,0.002485
10107,1998-08-26,-0.010921
10107,1998-08-27,-0.039433
10107,1998-08-28,-0.016001
10107,1998-08-31,-0.065905
10107,1998-09-01,0.034987
10107,1998-09-02,0.000744
10107,1998-09-03,-0.010336
10107,1998-09-04,-0.006699
10107,1998-09-08,0.048350
10107,1998-09-09,-0.017532
10107,1998-09-10,-0.024597
10107,1998-09-11,0.026080
10107,1998-09-14,0.020014
10107,1998-09-15,0.006943
10107,1998-09-16,0.008548
10107,1998-09-17,-0.023568
10107,1998-09-18,0.004216
10107,1998-09-21,0.002050
10107,1998-09-22,0.007646
10107,1998-09-23,0.032437
10107,1998-09-24,-0.019815
10107,1998-09-25,0.000726
10107,1998-09-28,0.003589
10107,1998-09-29,-0.001598
10107,1998-09-30,-0.025481
10107,1998-10-01,-0.032744
10107,1998-10-02,0.013262
10107,1998-10-05,-0.019592
10107,1998-10-06,-0.004990
10107,1998-10-07,-0.016961
10107,1998-10-08,-0.017343
10107,1998-10-09,0.026219
10107,1998-10-12,0.016781
10107,1998-10-13,-0.006285
10107,1998-10-14,0.013511
10107,1998-10-15,0.040646
10107,1998-10-16,0.010577
10107,1998-10-19,0.008334
10107,1998-10-20,0.003375
10107,1998-10-21,0.005547
10107,1998-10-22,0.008724
10107,1998-10-23,-0.005939
10107,1998-10-26,0.004563
10107,1998-10-27,-0.004126
10107,1998-10-28,0.002622
10107,1998-10-29,0.015511
10107,1998-10-30,0.012714
10107,1998-11-02,0.014396
10107,1998-11-03,-0.000870
10107,1998-11-04,0.009087
10107,1998-11-05,0.012169
10107,1998-11-06,0.006630
10107,1998-11-09,-0.008214
10107,1998-11-10,-0.001764
10107,1998-11-11,-0.006358
10107,1998-11-12,-0.002690
10107,1998-11-13,0.005268
10107,1998-11-16,0.007449
10107,1998-11-17,0.003120
10107,1998-11-18,0.005065
10107,1998-11-19,0.007290
10107,1998-11-20,0.008438
10107,1998-11-23,0.019846
10107,1998-11-24,-0.004701
10107,1998-11-25,0.003951
10107,1998-11-27,0.005685
10107,1998-11-30,-0.022479
10107,1998-12-01,0.008103
10107,1998-12-02,-0.002470
10107,1998-12-03,-0.015497
10107,1998-12-04,0.019707
10107,1998-12-07,0.008839
10107,1998-12-08,-0.004006
10107,1998-12-09,0.001339
10107,1998-12-10,-0.015147
10107,1998-12-11,-0.000605
10107,1998-12-14,-0.020549
10107,1998-12-15,0.016239
10107,1998-12-16,-0.000463
10107,1998-12-17,0.014666
10107,1998-12-18,0.006689
10107,1998-12-21,0.013469
10107,1998-12-22,0.000029
10107,1998-12-23,0.019196
10107,1998-12-24,-0.000177
10107,1998-12-28,0.001700
10107,1998-12-29,0.011206
10107,1998-12-30,-0.004896
10107,1998-12-31,0.005046
10107,1999-01-04,-0.000831
10107,1999-01-05,0.011888
10107,1999-01-06,0.021143
10107,1999-01-07,-0.000799
10107,1999-01-08,0.004604
10107,1999-01-11,-0.004982
10107,1999-01-12,-0.018197
10107,1999-01-13,-0.005760
10107,1999-01-14,-0.015793
10107,1999-01-15,0.023001
10107,1999-01-19,0.007600
10107,1999-01-20,0.002364
10107,1999-01-21,-0.017356
10107,1999-01-22,-0.006415
10107,1999-01-25,0.006536
10107,1999-01-26,0.013889
10107,1999-01-27,-0.007022
10107,1999-01-28,0.015965
10107,1999-01-29,0.009339
10107,1999-02-01,-0.003402
10107,1999-02-02,-0.008696
10107,1999-02-03,0.009073
10107,1999-02-04,-0.018078
10107,1999-02-05,-0.008764
10107,1999-02-08,0.002013
10107,1999-02-09,-0.022437
10107,1999-02-10,0.002821
10107,1999-02-11,0.024302
10107,1999-02-12,-0.018543
10107,1999-02-16,0.006144
10107,1999-02-17,-0.013809
10107,1999-02-18,0.009466
10107,1999-02-19,0.002409
10107,1999-02-22,0.023701
10107,1999-02-23,0.000693
10107,1999-02-24,-0.012177
10107,1999-02-25,-0.007097
10107,1999-02-26,-0.004880
10107,1999-03-01,-0.000384
10107,1999-03-02,-0.006472
10107,1999-03-03,-0.000296
10107,1999-03-04,0.013488
10107,1999-03-05,0.020411
10107,1999-03-08,0.006597
10107,1999-03-09,-0.002177
10107,1999-03-10,0.005639
10107,1999-03-11,0.007633
10107,1999-03-12,-0.002965
10107,1999-03-15,0.009283
10107,1999-03-16,-0.001263
10107,1999-03-17,-0.005089
10107,1999-03-18,0.012180
10107,1999-03-19,-0.012261
10107,1999-03-22,-0.002787
10107,1999-03-23,-0.026062
10107,1999-03-24,0.005006
10107,1999-03-25,0.017790
10107,1999-03-26,-0.004610
10107,1999-03-29,0.019376
10107,1999-03-30,-0.006279
10107,1999-03-31,-0.007844
10107,1999-04-01,0.005663
10107,1999-04-05,0.018325
10107,1999-04-06,-0.002196
10107,1999-04-07,0.004102
10107,1999-04-08,0.013218
10107,1999-04-09,0.004653
10107,1999-04-12,0.008995
10107,1999-04-13,-0.002763
10107,1999-04-14,-0.013497
10107,1999-04-15,-0.003236
10107,1999-04-16,-0.001426
10107,1999-04-19,-0.023432
10107,1999-04-20,0.012929
10107,1999-04-21,0.024557
10107,1999-04-22,0.013390
10107,1999-04-23,0.001090
10107,1999-04-26,0.004594
10107,1999-04-27,0.001117
10107,1999-04-28,-0.008105
10107,1999-04-29,-0.004461
10107,1999-04-30,-0.004383
10107,1999-05-03,0.011799
10107,1999-05-04,-0.014288
10107,1999-05-05,0.009909
10107,1999-05-06,-0.010719
10107,1999-05-07,0.008531
10107,1999-05-10,0.000161
10107,1999-05-11,0.011791
10107,1999-05-12,0.006233
10107,1999-05-13,0.002787
10107,1999-05-14,-0.021040
10107,1999-05-17,0.000953
10107,1999-05-18,-0.003216
10107,1999-05-19,0.008449
10107,1999-05-20,-0.003340
10107,1999-05-21,-0.005350
10107,1999-05-24,-0.018918
10107,1999-05-25,-0.017343
10107,1999-05-26,0.013231
10107,1999-05-27,-0.013938
10107,1999-05-28,0.014876
10107,1999-06-01,-0.007232
10107,1999-06-02,0.001216
10107,1999-06-03,0.001975
10107,1999-06-04,0.019623
10107,1999-06-07,0.007281
10107,1999-06-08,-0.011830
10107,1999-06-09,0.002111
10107,1999-06-10,-0.011097
10107,1999-06-11,-0.007245
10107,1999-06-14,-0.004427
10107,1999-06-15,0.004864
10107,1999-06-16,0.021942
10107,1999-06-17,0.007096
10107,1999-06-18,0.002578
10107,1999-06-21,0.005859
10107,1999-06-22,-0.008868
10107,1999-06-23,-0.001549
10107,1999-06-24,-0.012497
10107,1999-06-25,-0.000241
10107,1999-06-28,0.011682
10107,1999-06-29,0.014269
10107,1999-06-30,0.016033
10107,1999-07-01,0.005640
10107,1999-07-02,0.007484
10107,1999-07-06,-0.000238
10107,1999-07-07,0.002208
10107,1999-07-08,0.000070
10107,1999-07-09,0.005734
10107,1999-07-12,-0.002063
10107,1999-07-13,-0.003820
10107,1999-07-14,0.004844
10107,1999-07-15,0.008301
10107,1999-07-16,0.004596
10107,1999-07-19,-0.007754
10107,1999-07-20,-0.021588
10107,1999-07-21,0.002601
10107,1999-07-22,-0.012949
10107,1999-07-23,-0.003256
10107,1999-07-26,-0.009941
10107,1999-07-27,0.011276
10107,1999-07-28,0.002207
10107,1999-07-29,-0.017433
10107,1999-07-30,-0.006751
10107,1999-08-02,-0.002197
10107,1999-08-03,-0.007221
10107,1999-08-04,-0.014131
10107,1999-08-05,0.005711
10107,1999-08-06,-0.009767
10107,1999-08-09,-0.003409
10107,1999-08-10,-0.011303
10107,1999-08-11,0.016390
10107,1999-08-12,-0.001113
10107,1999-08-13,0.021934
10107,1999-08-16,0.002624
10107,1999-08-17,0.009594
10107,1999-08-18,-0.007271
10107,1999-08-19,-0.007277
10107,1999-08-20,0.008798
10107,1999-08-23,0.017091
10107,1999-08-24,0.001877
10107,1999-08-25,0.011669
10107,1999-08-26,-0.011717
10107,1999-08-27,-0.009218
10107,1999-08-30,-0.017294
10107,1999-08-31,-0.001395
10107,1999-09-01,0.007404
10107,1999-09-02,-0.008618
10107,1999-09-03,0.027667
10107,1999-09-07,-0.002650
10107,1999-09-08,-0.004867
10107,1999-09-09,0.003614
10107,1999-09-10,0.004422
10107,1999-09-13,-0.006065
10107,1999-09-14,-0.005037
10107,1999-09-15,-0.012358
10107,1999-09-16,-0.001897
10107,1999-09-17,0.012215
10107,1999-09-20,0.000062
10107,1999-09-21,-0.018888
10107,1999-09-22,0.002863
10107,1999-09-23,-0.022383
10107,1999-09-24,-0.002169
10107,1999-09-27,0.004697
10107,1999-09-28,-0.002127
10107,1999-09-29,-0.007138
10107,1999-09-30,0.009445
10107,1999-10-01,-0.001618
10107,1999-10-04,0.016671
10107,1999-10-05,-0.000862
10107,1999-10-06,0.017703
10107,1999-10-07,-0.004065
10107,1999-10-08,0.010614
10107,1999-10-11,0.002385
10107,1999-10-12,-0.016319
10107,1999-10-13,-0.020044
10107,1999-10-14,-0.000716
10107,1999-10-15,-0.025649
10107,1999-10-18,0.000193
10107,1999-10-19,0.007499
10107,1999-10-20,0.018696
10107,1999-10-21,-0.001277
10107,1999-10-22,0.013604
10107,1999-10-25,-0.003904
10107,1999-10-26,-0.008070
10107,1999-10-27,0.008210
10107,1999-10-28,0.032519
10107,1999-10-29,0.017001
10107,1999-11-01,-0.003594
10107,1999-11-02,-0.002780
10107,1999-11-03,0.007196
10107,1999-11-04,0.006528
10107,1999-11-05,0.007391
10107,1999-11-08,0.006052
10107,1999-11-09,-0.007049
10107,1999-11-10,0.005549
10107,1999-11-11,0.004386
10107,1999-11-12,0.010538
10107,1999-11-15,0.001310
10107,1999-11-16,0.018092
10107,1999-11-17,-0.006000
10107,1999-11-18,0.011246
10107,1999-11-19,-0.000821
10107,1999-11-22,-0.000096
10107,1999-11-23,-0.012340
10107,1999-11-24,0.008769
10107,1999-11-26,0.002840
10107,1999-11-29,-0.006324
10107,1999-11-30,-0.013074
10107,1999-12-01,0.005045
10107,1999-12-02,0.011141
10107,1999-12-03,0.015814
10107,1999-12-06,-0.003118
10107,1999-12-07,-0.003852
10107,1999-12-08,-0.000920
10107,1999-12-09,0.001666
10107,1999-12-10,0.005711
10107,1999-12-13,0.000994
10107,1999-12-14,-0.012647
10107,1999-12-15,0.005367
10107,1999-12-16,0.006939
10107,1999-12-17,0.003046
10107,1999-12-20,-0.000494
10107,1999-12-21,0.015016
10107,1999-12-22,0.003220
10107,1999-12-23,0.013459
10107,1999-12-27,-0.000479
10107,1999-12-28,0.001559
10107,1999-12-29,0.006572
10107,1999-12-30,0.000829
10107,1999-12-31,0.006200
10107,2000-01-03,-0.006803
10107,2000-01-04,-0.039652
10107,2000-01-05,-0.000935
10107,2000-01-06,-0.007391
10107,2000-01-07,0.032516
10107,2000-01-10,0.018608
10107,2000-01-11,-0.016941
10107,2000-01-12,-0.006922
10107,2000-01-13,0.016265
10107,2000-01-14,0.011137
10107,2000-01-18,-0.000860
10107,2000-01-19,0.004631
10107,2000-01-20,-0.002801
10107,2000-01-21,0.002655
10107,2000-01-24,-0.025311
10107,2000-01-25,0.005547
10107,2000-01-26,-0.004530
10107,2000-01-27,-0.003521
10107,2000-01-28,-0.028051
10107,2000-01-31,0.014744
10107,2000-02-01,0.012300
10107,2000-02-02,0.003106
10107,2000-02-03,0.015598
10107,2000-02-04,0.001021
10107,2000-02-07,0.003075
10107,2000-02-08,0.012724
10107,2000-02-09,-0.017185
10107,2000-02-10,0.006488
10107,2000-02-11,-0.017335
10107,2000-02-14,0.002672
10107,2000-02-15,0.007370
10107,2000-02-16,-0.005260
10107,2000-02-17,0.005036
10107,2000-02-18,-0.026050
10107,2000-02-22,0.000556
10107,2000-02-23,0.012353
10107,2000-02-24,-0.000378
10107,2000-02-25,-0.009546
10107,2000-02-28,0.007756
10107,2000-02-29,0.019138
10107,2000-03-01,0.014596
10107,2000-03-02,-0.000614
10107,2000-03-03,0.022590
10107,2000-03-06,-0.006612
10107,2000-03-07,-0.021824
10107,2000-03-08,0.006478
10107,2000-03-09,0.023977
10107,2000-03-10,-0.002837
10107,2000-03-13,-0.014555
10107,2000-03-14,-0.022405
10107,2000-03-15,0.006799
10107,2000-03-16,0.041149
10107,2000-03-17,0.006478
10107,2000-03-20,-0.016474
10107,2000-03-21,0.019027
10107,2000-03-22,0.013567
10107,2000-03-23,0.014405
10107,2000-03-24,0.002147
10107,2000-03-27,-0.003358
10107,2000-03-28,-0.013168
10107,2000-03-29,-0.010693
10107,2000-03-30,-0.018181
10107,2000-03-31,0.012111
10107,2000-04-03,-0.017206
10107,2000-04-04,-0.012824
10107,2000-04-05,0.001060
10107,2000-04-06,0.015859
10107,2000-04-07,0.014535
10107,2000-04-10,-0.019337
10107,2000-04-11,-0.010238
10107,2000-04-12,-0.029996
10107,2000-04-13,-0.017135
10107,2000-04-14,-0.066175
10107,2000-04-17,0.029299
10107,2000-04-18,0.038392
10107,2000-04-19,-0.007378
10107,2000-04-20,0.000561
10107,2000-04-24,-0.010579
10107,2000-04-25,0.038638
10107,2000-04-26,-0.011333
10107,2000-04-27,0.007165
10107,2000-04-28,0.000973
10107,2000-05-01,0.015141
10107,2000-05-02,-0.019366
10107,2000-05-03,-0.021067
10107,2000-05-04,0.000882
10107,2000-05-05,0.015485
10107,2000-05-08,-0.010189
10107,2000-05-09,-0.011780
10107,2000-05-10,-0.026778
10107,2000-05-11,0.020428
10107,2000-05-12,0.008521
10107,2000-05-15,0.020691
10107,2000-05-16,0.013807
10107,2000-05-17,-0.013413
10107,2000-05-18,-0.010467
10107,2000-05-19,-0.024081
10107,2000-05-22,-0.007917
10107,2000-05-23,-0.023379
10107,2000-05-24,0.015412
10107,2000-05-25,-0.011616
10107,2000-05-26,-0.001787
10107,2000-05-30,0.037875
10107,2000-05-31,-0.001740
10107,2000-06-01,0.025195
10107,2000-06-02,0.029096
10107,2000-06-05,-0.003705
10107,2000-06-06,-0.007927
10107,2000-06-07,0.011114
10107,2000-06-08,-0.005120
10107,2000-06-09,0.001025
10107,2000-06-12,-0.011024
10107,2000-06-13,0.014502
10107,2000-06-14,-0.000844
10107,2000-06-15,0.004970
10107,2000-06-16,-0.006716
10107,2000-06-19,0.016156
10107,2000-06-20,-0.002430
10107,2000-06-21,0.003636
10107,2000-06-22,-0.018904
10107,2000-06-23,-0.009194
10107,2000-06-26,0.009773
10107,2000-06-27,-0.005300
10107,2000-06-28,0.007521
10107,2000-06-29,-0.006933
10107,2000-06-30,0.007400
10107,2000-07-03,0.010019
10107,2000-07-05,-0.015790
10107,2000-07-06,0.008412
10107,2000-07-07,0.014433
10107,2000-07-10,-0.001199
10107,2000-07-11,0.002003
10107,2000-07-12,0.013264
10107,2000-07-13,0.005768
10107,2000-07-14,0.009675
10107,2000-07-17,0.001402
10107,2000-07-18,-0.012818
10107,2000-07-19,-0.011338
10107,2000-07-20,0.013250
10107,2000-07-21,-0.011642
10107,2000-07-24,-0.013586
10107,2000-07-25,0.005435
10107,2000-07-26,-0.011710
10107,2000-07-27,-0.009848
10107,2000-07-28,-0.023334
10107,2000-07-31,0.010123
10107,2000-08-01,0.001448
10107,2000-08-02,0.000690
10107,2000-08-03,0.010131
10107,2000-08-04,0.009086
10107,2000-08-07,0.012497
10107,2000-08-08,0.001074
10107,2000-08-09,-0.005173
10107,2000-08-10,-0.009367
10107,2000-08-11,0.008345
10107,2000-08-14,0.012661
10107,2000-08-15,-0.003819
10107,2000-08-16,-0.001037
10107,2000-08-17,0.011605
10107,2000-08-18,-0.002649
10107,2000-08-21,0.003793
10107,2000-08-22,0.000292
10107,2000-08-23,0.005030
10107,2000-08-24,0.003506
10107,2000-08-25,0.000084
10107,2000-08-28,0.004815
10107,2000-08-29,-0.000658
10107,2000-08-30,-0.000758
10107,2000-08-31,0.011971
10107,2000-09-01,0.004986
10107,2000-09-05,-0.008874
10107,2000-09-06,-0.012165
10107,2000-09-07,0.007519
10107,2000-09-08,-0.008837
10107,2000-09-11,-0.004717
10107,2000-09-12,-0.005147
10107,2000-09-13,0.003437
10107,2000-09-14,0.001404
10107,2000-09-15,-0.011252
10107,2000-09-18,-0.018458
10107,2000-09-19,0.012571
10107,2000-09-20,-0.004483
10107,2000-09-21,-0.005631
10107,2000-09-22,0.004009
10107,2000-09-25,-0.004854
10107,2000-09-26,-0.009139
10107,2000-09-27,-0.002495
10107,2000-09-28,0.022718
10107,2000-09-29,-0.012354
10107,2000-10-02,-0.005967
10107,2000-10-03,-0.012101
10107,2000-10-04,0.006403
10107,2000-10-05,-0.001192
10107,2000-10-06,-0.021602
10107,2000-10-09,-0.003434
10107,2000-10-10,-0.014331
10107,2000-10-11,-0.017175
10107,2000-10-12,-0.027423
10107,2000-10-13,0.038630
10107,2000-10-16,0.002233
10107,2000-10-17,-0.019825
10107,2000-10-18,-0.008593
10107,2000-10-19,0.037020
10107,2000-10-20,0.009775
10107,2000-10-23,0.000144
10107,2000-10-24,-0.000980
10107,2000-10-25,-0.027450
10107,2000-10-26,0.000603
10107,2000-10-27,0.008625
10107,2000-10-30,0.006715
10107,2000-10-31,0.028395
10107,2000-11-01,-0.004313
10107,2000-11-02,0.010034
10107,2000-11-03,0.000548
10107,2000-11-06,0.001272
10107,2000-11-07,-0.000987
10107,2000-11-08,-0.018907
10107,2000-11-09,-0.009808
10107,2000-11-10,-0.026389
10107,2000-11-13,-0.013356
10107,2000-11-14,0.026070
10107,2000-11-15,0.005432
10107,2000-11-16,-0.016411
10107,2000-11-17,-0.004486
10107,2000-11-20,-0.023896
10107,2000-11-21,0.000294
10107,2000-11-22,-0.020858
10107,2000-11-24,0.021101
10107,2000-11-27,0.003675
10107,2000-11-28,-0.016877
10107,2000-11-29,0.000640
10107,2000-11-30,-0.019168
10107,2000-12-01,0.006217
10107,2000-12-04,0.003689
10107,2000-12-05,0.045360
10107,2000-12-06,-0.016468
10107,2000-12-07,-0.005876
10107,2000-12-08,0.028504
10107,2000-12-11,0.011986
10107,2000-12-12,-0.010891
10107,2000-12-13,-0.011568
10107,2000-12-14,-0.016984
10107,2000-12-15,-0.017778
10107,2000-12-18,0.005421
10107,2000-12-19,-0.015778
10107,2000-12-20,-0.035199
10107,2000-12-21,0.005463
10107,2000-12-22,0.030143
10107,2000-12-26,0.005523
10107,2000-12-27,0.013911
10107,2000-12-28,0.009406
10107,2000-12-29,-0.011225
10107,2001-01-02,-0.034230
10107,2001-01-03,0.053170
10107,2001-01-04,-0.011674
10107,2001-01-05,-0.028909
10107,2001-01-08,-0.003410
10107,2001-01-09,0.004794
10107,2001-01-10,0.013930
10107,2001-01-11,0.015063
10107,2001-01-12,-0.003619
10107,2001-01-16,0.006257
10107,2001-01-17,0.004447
10107,2001-01-18,0.012175
10107,2001-01-19,-0.004109
10107,2001-01-22,0.000281
10107,2001-01-23,0.015817
10107,2001-01-24,0.003372
10107,2001-01-25,-0.007521
10107,2001-01-26,-0.000656
10107,2001-01-29,0.009004
10107,2001-01-30,0.006590
10107,2001-01-31,-0.006676
10107,2001-02-01,0.003826
10107,2001-02-02,-0.018530
10107,2001-02-05,0.002122
10107,2001-02-06,0.000441
10107,2001-02-07,-0.008672
10107,2001-02-08,-0.006499
10107,2001-02-09,-0.014177
10107,2001-02-12,0.010339
10107,2001-02-13,-0.008688
10107,2001-02-14,-0.000151
10107,2001-02-15,0.008984
10107,2001-02-16,-0.020635
10107,2001-02-20,-0.018782
10107,2001-02-21,-0.018405
10107,2001-02-22,-0.004570
10107,2001-02-23,-0.003938
10107,2001-02-26,0.019195
10107,2001-02-27,-0.011520
10107,2001-02-28,-0.013727
10107,2001-03-01,0.000412
10107,2001-03-02,-0.004982
10107,2001-03-05,0.005448
10107,2001-03-06,0.011469
10107,2001-03-07,0.006106
10107,2001-03-08,-0.001235
10107,2001-03-09,-0.024339
10107,2001-03-12,-0.042339
10107,2001-03-13,0.014925
10107,2001-03-14,-0.025008
10107,2001-03-15,0.003320
10107,2001-03-16,-0.020802
10107,2001-03-19,0.018614
10107,2001-03-20,-0.023084
10107,2001-03-21,-0.018702
10107,2001-03-22,-0.004493
10107,2001-03-23,0.020456
10107,2001-03-26,0.011157
10107,2001-03-27,0.022920
10107,2001-03-28,-0.026036
10107,2001-03-29,-0.005451
10107,2001-03-30,0.012154
10107,2001-04-02,-0.015566
10107,2001-04-03,-0.035946
10107,2001-04-04,-0.003278
10107,2001-04-05,0.045869
10107,2001-04-06,-0.020118
10107,2001-04-09,0.009232
10107,2001-04-10,0.029015
10107,2001-04-11,-0.000807
10107,2001-04-12,0.015924
10107,2001-04-16,-0.004957
10107,2001-04-17,0.010484
10107,2001-04-18,0.039640
10107,2001-04-19,0.014654
10107,2001-04-20,-0.008364
10107,2001-04-23,-0.016711
10107,2001-04-24,-0.010891
10107,2001-04-25,0.016293
10107,2001-04-26,0.004979
10107,2001-04-27,0.014484
10107,2001-04-30,0.000796
10107,2001-05-01,0.013246
10107,2001-05-02,0.003388
10107,2001-05-03,-0.015257
10107,2001-05-04,0.013960
10107,2001-05-07,-0.003170
10107,2001-05-08,-0.000626
10107,2001-05-09,-0.004339
10107,2001-05-10,-0.000433
10107,2001-05-11,-0.007514
10107,2001-05-14,0.000980
10107,2001-05-15,0.001457
10107,2001-05-16,0.027234
10107,2001-05-17,0.005877
10107,2001-05-18,0.002704
10107,2001-05-21,0.018567
10107,2001-05-22,-0.001667
10107,2001-05-23,-0.016696
10107,2001-05-24,0.004134
10107,2001-05-25,-0.009938
10107,2001-05-29,-0.010366
10107,2001-05-30,-0.017571
10107,2001-05-31,0.007658
10107,2001-06-01,0.005390
10107,2001-06-04,0.005078
10107,2001-06-05,0.014223
10107,2001-06-06,-0.009440
10107,2001-06-07,0.005322
10107,2001-06-08,-0.009528
10107,2001-06-11,-0.009595
10107,2001-06-12,0.000200
10107,2001-06-13,-0.009958
10107,2001-06-14,-0.019201
10107,2001-06-15,-0.004904
10107,2001-06-18,-0.006689
10107,2001-06-19,0.001768
10107,2001-06-20,0.009743
10107,2001-06-21,0.009901
10107,2001-06-22,-0.009010
10107,2001-06-25,-0.004851
10107,2001-06-26,-0.000155
10107,2001-06-27,-0.002117
10107,2001-06-28,0.012574
10107,2001-06-29,0.004332
10107,2001-07-02,0.005340
10107,2001-07-03,-0.001734
10107,2001-07-05,-0.012098
10107,2001-07-06,-0.022162
10107,2001-07-09,0.005712
10107,2001-07-10,-0.014251
10107,2001-07-11,-0.002280
10107,2001-07-12,0.023558
10107,2001-07-13,0.005369
10107,2001-07-16,-0.011623
10107,2001-07-17,0.010631
10107,2001-07-18,-0.006847
10107,2001-07-19,0.005146
10107,2001-07-20,-0.002910
10107,2001-07-23,-0.014650
10107,2001-07-24,-0.016244
10107,2001-07-25,0.013667
10107,2001-07-26,0.011500
10107,2001-07-27,0.003303
10107,2001-07-30,-0.001179
10107,2001-07-31,0.004891
10107,2001-08-01,0.005035
10107,2001-08-02,0.003220
10107,2001-08-03,-0.004627
10107,2001-08-06,-0.011012
10107,2001-08-07,0.002247
10107,2001-08-08,-0.016731
10107,2001-08-09,-0.000140
10107,2001-08-10,0.004280
10107,2001-08-13,0.002332
10107,2001-08-14,-0.002438
10107,2001-08-15,-0.006807
10107,2001-08-16,0.001920
10107,2001-08-17,-0.015924
10107,2001-08-20,0.006837
10107,2001-08-21,-0.011467
10107,2001-08-22,0.007436
10107,2001-08-23,-0.002763
10107,2001-08-24,0.018219
10107,2001-08-27,-0.003691
10107,2001-08-28,-0.014374
10107,2001-08-29,-0.009583
10107,2001-08-30,-0.015525
10107,2001-08-31,0.004058
10107,2001-09-04,-0.001656
10107,2001-09-05,-0.003236
10107,2001-09-06,-0.020698
10107,2001-09-07,-0.017764
10107,2001-09-10,0.003516
10107,2001-09-17,-0.050716
10107,2001-09-18,-0.008315
10107,2001-09-19,-0.017086
10107,2001-09-20,-0.030611
10107,2001-09-21,-0.018585
10107,2001-09-24,0.037719
10107,2001-09-25,0.007584
10107,2001-09-26,-0.006027
10107,2001-09-27,0.010694
10107,2001-09-28,0.022772
10107,2001-10-01,-0.004418
10107,2001-10-02,0.011549
10107,2001-10-03,0.022146
10107,2001-10-04,-0.000280
10107,2001-10-05,0.000404
10107,2001-10-08,-0.007684
10107,2001-10-09,-0.004786
10107,2001-10-10,0.023138
10107,2001-10-11,0.017246
10107,2001-10-12,-0.005431
10107,2001-10-15,-0.000767
10107,2001-10-16,0.007835
10107,2001-10-17,-0.019319
10107,2001-10-18,-0.007065
10107,2001-10-19,0.004919
10107,2001-10-22,0.014523
10107,2001-10-23,-0.004389
10107,2001-10-24,0.001022
10107,2001-10-25,0.013791
10107,2001-10-26,0.004294
10107,2001-10-29,-0.022574
10107,2001-10-30,-0.017161
10107,2001-10-31,0.002210
10107,2001-11-01,0.020699
10107,2001-11-02,0.002178
10107,2001-11-05,0.013980
10107,2001-11-06,0.014136
10107,2001-11-07,-0.001915
10107,2001-11-08,0.001064
10107,2001-11-09,0.000951
10107,2001-11-12,-0.000561
10107,2001-11-13,0.018552
